,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,O*NET-SOC Code,round O*NET-SOC Code
n000014,21.89802075762067,47.25252838022078,-17.250687200344164,26.346105760473918,-21.81207518647828,53.26018749871504,-4.705725131249981,-4.57351097456063,-38.07231893527528,18.6013142081669,-51.049856927049596,18.53159381817755,19.098695763283374,-23.331532750757198,63.470582795428065,113031.0,113031.0
n000015,-57.29875005202891,-36.4462474725151,-20.80145116234333,-58.325755405786126,41.46739790250382,65.21730174286078,4.512228476658172,-10.623963638621104,6.81428986365009,1.0515703969042378,43.79368727852143,62.3452918527461,20.93454685559754,-29.995145874462498,23.029826078496264,113031.0,113031.0
n000016,16.967467171429355,21.533644425695705,31.024509506310594,-21.56233492538851,5.488811779754762,27.489575020428166,-1.1980829498161527,22.785247375680054,-3.09363870519119,22.420938766736718,-15.89681387060267,12.137067625714506,15.436034672595923,-3.242073967782541,12.859415709468196,113031.0,113031.0
n000017,-34.75107645618216,-20.681039122502284,-57.00759867100396,-46.78111744432637,-10.682146354759684,-17.556659544024622,-0.019028290409322857,-13.809330905071237,-8.446532719622498,-60.4873347210514,16.794033471605857,9.887572877307939,-13.518026818287284,9.561629513588256,-58.300464693411506,113031.0,113031.0
n000018,-12.15238041670427,-31.113081904112377,-23.097309834956718,34.74246353151423,24.381104230584516,17.75898369586626,-39.728581081645686,-51.76593084382416,6.216986707007304,-5.064737659030717,-23.383685979753846,-54.389570760954335,30.20844578450355,-16.755566955904357,-37.57201232105842,113031.0,113031.0
n000019,0.6902126788902447,-34.85065629483346,43.15991226580727,-7.635017567652138,-9.328678970312163,22.588420944527137,29.928234494477486,-70.73674036564911,-16.29212512988586,5.5823833590486975,39.24560009866912,-6.679633086079601,35.02915706848192,-8.495750644613858,29.015027744158676,113031.0,113031.0
n000020,-10.067042306063625,26.139575802361577,-40.55304832177957,21.832790903425362,-5.606388376861318,13.387209309938804,-23.19563188095379,-19.67435406912805,-23.88886409182681,-28.18269723592459,41.03278607155395,28.95493947274492,33.34254204114442,23.228029004694452,-10.0797330766542,113031.0,113031.0
n000021,27.324436235814336,-60.252494023979,33.68211339205707,40.444267839881434,20.82205846225811,6.955505818913876,27.954783949166654,-2.053927436798918,1.158644143365211,19.86962638419578,47.93046802932288,-9.185398626166881,21.614880914691664,-9.990558433308172,3.3926651766702127,113031.0,113031.0
n000022,0.8442487274191293,-15.484540733057656,-20.288550371740026,-6.391255859683287,5.451404444998998,2.196574088658105,-72.60749092351757,14.608399406416543,-38.56628178808746,24.523715415311163,32.539789584437145,-9.769361157307623,-17.61072100224574,32.836885343485925,-19.969156580013983,113031.0,113031.0
n000023,-9.602241536126503,-28.347157486209838,-2.625307391828308,1.18003271551202,27.42690154798904,-14.857895770470599,47.04750764757216,10.078980871679864,-24.54872511033057,-26.666489050655933,-20.106077316806154,-17.644218068351552,-15.08280468977234,15.075143731729137,27.527989244680615,113031.0,113031.0
n000024,-58.40260714730107,25.63759796073616,-13.82079352257805,-28.50134475489215,18.53780441641499,-5.9004420466415555,14.401772702704324,-3.892082358584497,-45.79458981253818,-44.07862668420757,-20.537367456942942,-70.73421225022632,-14.231286755306098,37.45279227477342,-8.533851378323893,113031.0,113031.0
n000025,47.62378965069921,46.25915722040752,24.333771496127945,-2.522110328125743,-27.823640111267135,22.024881558395485,-22.58732285940213,-38.89176556501048,-10.06471883210475,23.077114581295415,-17.0361333281859,18.177531563176473,-27.149634407687774,-0.5604502407079469,16.00462273863773,113031.0,113031.0
n000026,-6.267382478261311,12.235986459049291,-2.5271628670033874,-9.282235342723475,9.073009855677203,13.137607062766918,48.95925658252877,-15.460715301451733,-18.196583159246696,3.728448096397737,38.254407033233576,47.545292819492,31.020003016083177,-21.725005680288145,9.969622084408368,113031.0,113031.0
n000027,10.314837937606079,31.657652459387464,22.780558690791672,28.53093633086394,19.321607101796047,4.980193965207759,13.855957745783373,7.993236701302127,14.253529548067554,8.14243545398923,-24.956902003441062,-13.616186351602487,-20.64122530178422,22.316602961846353,2.356886546195526,113031.0,113031.0
n000028,-50.517409998049104,2.250460813384654,14.395959279425025,-9.431262506201152,38.58744861999105,14.81764864955267,-20.56113550364883,24.768550765071158,-3.9501942898701055,53.41609569567671,-35.93250608289555,15.359385944966283,-7.613068159431696,8.789719719869481,-33.077294208142916,113031.0,113031.0
n000029,-18.68769045661768,21.818019088370434,42.23047828933803,29.95517366444095,2.53115053612703,-30.99080694798121,44.78009485745155,6.496578784672177,-45.16853085290613,11.359973070263452,-11.972332268727245,9.32880388390492,45.590269083109646,-3.4011955238593243,-13.606778822492377,113031.0,113031.0
n000030,-38.92813509237732,15.169765810833743,43.3354948874411,-5.411461017348426,-26.946469682196497,-12.19624783745843,-23.07983010372622,8.36567866547646,-55.82321022408913,-27.74699426281648,-7.752610571942096,13.628790706230816,4.05305531817051,-22.94096148887587,-25.679057999508725,113031.0,113031.0
n000031,-43.548890648879166,-34.56219419785368,-5.931893389453465,-3.4174105961804493,-14.99933568526145,-33.15212570236569,-6.4866110686511504,-8.30238644462027,-18.14266311954223,-8.011386565804932,-0.3978076230616874,42.57788504995555,-57.94341309345946,-27.402153216033025,-10.988235360211926,113031.0,113031.0
n000032,-11.922239886421211,-23.594690713289033,35.48208485068017,15.541212980052133,-20.513348687033293,44.25895588024759,24.971859705585555,-29.409774476504065,-17.394480535430322,14.995181649603264,-18.142462033539545,7.122826864009793,-56.01592897169671,-14.957327150497226,41.80388912078794,113031.0,113031.0
n000033,1.845543599440492,37.141606061407614,-15.794717901198851,0.8977181427738481,-20.984290505749012,-12.49102219151186,-64.46245809794965,0.24422285001422983,51.57346462258777,-56.28099191073111,-39.072326788347645,-46.13171376786138,-30.19360134971863,-46.12286466624369,38.45180812275253,113031.0,113031.0
n000034,53.3657419757311,-7.088453332981344,24.474228133771685,-9.166270149950002,10.681950878279338,44.42543005542589,17.936022330086033,-11.0651238013707,6.21840155416301,30.297305938775718,0.6249969265021913,-45.46883503142041,-30.796969621601175,14.361395576537982,-21.856789834926907,113031.0,113031.0
n000035,18.401553090712095,-30.415458532085786,-11.863168829172182,-38.12318113072732,-11.72925126138741,-22.151162620704632,-1.9447412451359107,28.4896416840179,-2.3638856928414724,0.7828794232919727,-49.267418865766615,17.522396814649472,-25.194167040943057,-16.965215048261037,-46.43304859078327,113031.0,113031.0
n000036,-33.07437878625781,-43.70700790049534,-36.33628457637261,13.527599426351937,-30.160020054309886,-40.19707542939485,33.126771563902345,3.3516493995580583,48.89152958375016,43.14337128733404,-17.029973965813994,-32.33406181819625,23.685405249619894,4.573968384547129,-36.155329608989106,113031.0,113031.0
n000037,22.44289054819571,33.148723559831296,1.962009978715686,29.404047920610488,17.83698324605477,-7.153900812357189,-4.404174348486489,-33.40321212390273,-44.72525345600056,55.432516659479205,-21.340189768550772,-52.241095470276875,10.526081426790395,5.038277927002244,-6.241202796690844,113031.0,113031.0
n000038,-1.3764188705675788,-85.52313324083092,7.161548265738184,16.055973673787925,8.217232013079451,-1.759565004776503,34.84229027447916,29.341360316008565,-68.5576120394376,-14.106811401626434,5.281157694869174,45.93830998586325,19.796233509579185,-9.086788862033254,10.122036515109686,113031.0,113031.0
n000039,-23.42386388571408,-34.79767710191948,-23.84235257049919,6.1139983002288885,58.20820962066642,-39.33875587677822,16.849043520952772,-5.846154181083254,-50.85622531986256,2.045822802151051,10.925939072097547,-18.51816218411957,-9.799957417318154,-41.570027746891235,-17.52709724323033,113031.0,113031.0
n000040,13.267286175563685,-19.025458527738778,24.206551366179376,3.969092341967216,-6.147918271714731,-9.820459649088853,-38.23938278320062,-26.703866104933947,-4.448129893498196,-27.173507060763338,35.91585622080641,-4.6010478512032265,30.532019156083667,-13.969010499861367,-10.29976399788022,113031.0,113031.0
n000041,-58.57251285573993,-28.79005433353811,48.340637287561115,13.879326442333706,25.540036611182547,-63.431892376040004,-19.292995870134046,6.508515226831431,18.074643575155054,37.58400903172477,6.4785836440202935,-8.20263697010035,-0.22285717769511568,57.87151404444738,22.564520091698306,113031.0,113031.0
n000042,-38.15656250625267,62.699440596966475,16.368170884741577,16.45912776341645,49.31276558255962,80.29966824398514,-54.7570285789981,-6.040819781968878,-29.5266696240435,-3.647811278377976,-38.82742336540077,-28.43221049013781,6.462763867264331,-20.120697767495606,-8.95921195117156,113031.0,113031.0
n000043,50.836559548683,-27.43787483107792,28.28633444919741,28.25846548241509,23.731251287328146,6.554976979441637,10.758778930146514,-13.403987733998088,-18.616354608283267,-38.96527036680382,-44.324074742615494,38.77882668026461,-14.34142972488961,44.82651858912317,-53.77624999485674,113031.0,113031.0
n000044,15.274244307981043,-9.63462978068815,-12.8303006133687,19.120953421284533,-29.31017968288054,0.04678996480688902,71.73476578346829,-1.139507992652729,30.935933170638098,-56.21424579029263,-17.555166996524065,-46.78118163116006,0.08670290533206432,-5.641358615916048,3.478214032047254,113031.0,113031.0
n000045,40.349662561106996,-6.816317901748732,-10.32426242793829,1.4078144734377949,-2.51079108483171,-4.986444094825548,18.931933033198227,-2.922809794731554,4.729659896095371,17.186014003116803,-22.56333526547831,-42.11997679275012,-57.465280279500035,-24.52835814212476,-24.98111019022763,113031.0,113031.0
n000046,20.714275900582095,-8.896493036369028,30.38351640411245,3.067347915898995,39.376892824604695,-4.088488802510487,-17.15955427518276,-16.870741033940906,14.424987623203336,-4.105546136183108,-3.6571195636081093,-56.965895361789215,-39.161269252988475,9.428532287582893,19.51427362354779,113031.0,113031.0
n000047,-38.08166034880601,-36.68709516966421,18.304242937619797,32.51372245755733,9.292602124004963,34.889458891868834,17.14730088371429,1.766898967663089,-2.6227467089874024,-23.808593607476602,-24.995817030009093,-36.58250281221739,0.6400042318147456,-4.207759515570281,-15.8055856494052,113031.0,113031.0
n000048,-18.116038469164447,0.6632138067441193,2.09101120773092,1.5947022872079728,-4.133223621071814,-14.419127842221858,29.645396090719185,14.190410875746924,-11.202365662666313,5.079218148126408,-84.82072977355132,-46.8805315526216,-21.54095556897995,-35.125279560336885,-16.294938902996595,113031.0,113031.0
n000049,-4.451812439452329,-27.947924675501653,-9.663752852588988,-6.5364758688696405,-30.869419296868525,-24.70826875428455,-43.69143176092594,-23.67693912497515,22.841140747639272,-27.676122904045915,-29.662240983110827,-31.924986684220144,117.47727930177527,-41.09297811708178,-28.996173153297686,113031.0,113031.0
n000050,-16.821373800282718,-23.857443266000043,2.6480676224002884,67.43766568685933,6.879726811706379,20.200707048647374,-12.431246344864926,-9.329290249846078,-21.27214536696677,-32.53874242623893,19.036381336427198,-16.859068112459564,32.437682960668006,-33.78397819547041,4.405423427713114,113031.0,113031.0
n000051,-26.921823742220763,-30.26456586700258,76.23818814646813,40.279591983486554,-8.872281892136165,68.2400591332201,0.7188006161334872,-48.887245527047284,-6.020814393364301,-13.19482283508319,6.579884024299563,31.229668018586548,-41.83896234952786,-28.208593448696575,-21.497619835237394,113031.0,113031.0
n000052,22.037003258241757,-56.98178885601206,-1.556696274463211,43.674164066119275,19.073289363089405,-20.15172533502858,-19.779565877187043,-4.20790600787107,-34.59849300414523,-2.303814683388797,-6.065689211970733,-6.710547281991049,-32.898824603395624,-44.51140805217742,38.48567312321224,113031.0,113031.0
n000053,-7.959904124224373,15.107807769162891,-4.73066016645614,6.817383986570562,16.330993323386103,-12.033976503472655,12.953626463305342,-19.996700998867393,6.913033444188357,6.294529870316165,-78.80454493375069,-40.15239878436527,46.591600097811316,-12.124030425242118,-10.709113125466683,113031.0,113031.0
n000054,-22.410498869256863,-1.4793439661362662,11.991087346927223,8.341335869677028,-48.79218830138741,-12.90745870931147,-32.99687666261748,29.712367636754546,27.917269123688808,-20.244782990732258,23.711405559048977,49.58831708423825,48.68213919351369,-13.442226783422216,-22.618949503834443,113031.0,113031.0
n000055,-31.15009292894161,-16.354173028520567,4.854610541660948,34.87528811174007,22.566039515728914,-19.720799474076376,41.23532391350241,17.17223751746709,-40.43506492984728,11.754176237238854,-34.616385419141054,-5.140814239130837,10.498726583364022,9.797827112753613,37.86641968866198,113031.0,113031.0
n000056,-63.08466412681075,-34.52807597834986,-48.94248969227868,22.87876475440155,-77.72996792692072,32.254866067498426,14.939140248075748,22.071062420899707,-21.606960983950156,31.700586470061808,15.76582504063712,13.825839214488315,26.856416162034154,70.01616919621675,1.7198703842228402,113031.0,113031.0
n000057,-28.397575787066366,41.754766717727726,-8.010887324674915,17.9394909366101,-85.71555501789771,30.970890579654565,25.168548102980793,-60.81728314941122,4.488997715636752,-31.975653284101977,-63.02598859582171,1.3993163987261386,-29.409262700237694,2.535389288867619,-4.008331120827083,113031.0,113031.0
n000058,-0.869370171398467,-1.95110976934909,-7.239616298233635,20.328505316529196,2.505558671939437,13.30302431908537,-28.37855577644793,38.36980576207696,-6.98480705054818,-5.216684081298894,-11.805338940564425,-6.305661395552894,35.185442915388386,65.8980234350041,-3.76131265089782,113031.0,113031.0
n000059,-33.103793563780215,-39.12896354633005,5.180611689535821,3.5640981616290373,-2.0728957118905873,61.5188720816201,-13.932550146466193,-61.95217637029882,-19.89587723370458,54.97910041126734,-14.480432454053284,35.48220922644824,16.47772545246689,-12.01649360099984,-34.03446404454392,113031.0,113031.0
n000060,-3.812932642337916,-64.93575807638324,32.59903000396948,-5.1151184717584,12.18212619895278,18.596391515105147,-13.294907659218937,-6.621151903134431,38.30959597247926,28.79275385285339,22.478827874041336,14.026160828223988,-23.77397403642469,15.781743600446056,-30.978975679702835,113031.0,113031.0
n000061,-17.474292288135942,-0.9356050628439778,17.518041134093302,19.66354136528421,36.757060454230654,12.34673950476882,-12.872040344272238,31.892588730953584,31.298611044272175,-12.591703534865168,-11.689509168868222,32.164480776699854,-1.5356383488974548,-0.9053970241471893,-13.752219101192134,113031.0,113031.0
n000062,18.369985963376852,-30.804249860439292,-22.164546182510332,19.93200935295019,31.8701062371313,27.804542265385567,-14.084982909810199,21.38899027590864,-7.754424099996493,30.931844458386514,-38.089129193959145,23.327073226504282,-1.7143515325177716,-1.8088823818731719,-14.260242689053815,113031.0,113031.0
n000063,23.64656802417682,11.915584745451538,-15.0450686307769,-15.413818411843831,-29.9647385367039,-42.665012167339086,-9.820182755173358,-9.087841675646567,-3.4436693632719395,17.709171851914085,-4.547086899432193,25.422760917967274,-15.692816251689788,3.240960317522236,-6.793708707096799,113031.0,113031.0
n000064,27.638085086593275,-18.66448034527597,-50.93366507252034,-25.506143569198947,38.16919522610563,-0.8149254246213271,28.059621653850066,12.494822756860763,13.606122260208881,58.65045853395665,-10.539802194172703,-16.222613236950043,59.67101219398562,-28.93170806183089,1.9401871820805598,113031.0,113031.0
n000065,-66.82243539180156,0.15649065936230322,-12.9645914660886,6.065827816677468,-14.008120172859282,75.49504209051211,-9.672846255099664,11.554317359619823,-14.786255680223125,-32.856919561033806,14.196780040457755,-22.38644611342812,-15.534280669475562,29.35334024660332,27.308404223794305,113031.0,113031.0
n000066,-4.820486744530747,-16.26166549065171,-61.690122760262504,-21.045036797463602,-0.8910619047306918,-8.411723273639272,2.971796767159243,37.102649821091156,-0.8122711590299758,22.817100573569988,-32.89072935439082,-3.4380973942166726,32.792973794024675,48.68811751711552,-46.55535834179136,113031.0,113031.0
n000067,56.30011023479112,-3.746443883707645,-13.20030449674356,7.681228732895794,0.1582392047529937,0.9807129821925136,-28.360606462054374,70.69403743201136,52.9330931705146,-22.592662668059685,-5.8432958411973015,-13.31521890791457,22.027314842641932,31.330518508682086,20.074010348043263,113031.0,113031.0
n000068,18.669120956590618,-13.926430731516831,-1.7850353677317858,61.07674545036001,-23.308898609204363,-1.7478449804565788,24.726365920206845,21.438292467315765,-16.74217748702967,-50.953993205076536,-13.148311859627096,-4.837794659548014,9.580035094760033,14.171225204242772,-25.754385974493708,113031.0,113031.0
n000069,24.599024730748074,-0.31756624249467613,-43.63752551188415,-55.4994678374444,-18.580970977894125,-25.576101110410896,59.56908417755726,-50.3939273932546,2.8524655754349766,-28.25650988422772,1.135665827516624,-20.52746641230526,6.655323154441505,26.875594726372086,65.79921117306263,113031.0,113031.0
n000070,50.0943281537252,-42.036515089981705,22.79756122942325,-25.496413575788395,21.961015484997283,53.586688304310066,16.665037979188803,27.507132673896752,-17.156815524404625,15.271787544443326,22.17470946862636,28.8465468138668,-15.319722403650992,-40.00854400269921,-36.82822466679124,113031.0,113031.0
n000071,16.6536430129921,-31.96004334416494,-4.103017982351431,-3.7113040193246585,34.89893884117545,-13.390827829341783,12.315805397462054,-17.667370083529804,-19.867064826662016,-44.03646215178134,20.595284330764773,18.006842008688793,19.318445507489734,6.231064222102251,-15.446412889169647,113031.01,113031.0
n000072,35.81550183325053,10.012303170658004,23.114035826706978,41.27737455241776,-17.035453423047365,7.405888016906643,-16.63202598822593,24.45627655831039,9.87704820855145,6.008101438692551,-3.1336921983020636,29.004264436997115,-20.55846033399209,28.401033943772983,10.623749944577535,113031.01,113031.0
n000073,-14.902819126440384,23.763708063379323,4.416786614737782,-15.906971623706596,-22.993573511145826,-19.577981097538334,-0.0031397086364165355,-4.857249654753691,-28.621103211374518,-13.624661503570277,-30.277456565056223,-9.12878895938659,39.78123357456177,-1.908810708169959,-26.129638234106775,113031.01,113031.0
n000074,-35.89982372468801,-10.99778332924313,-16.252182096085622,-19.824982643669696,4.244838491761882,-61.1666356924284,-6.667933415480771,-2.3138823422095998,-11.868875712511612,2.8797151671251116,-33.16632147068487,22.493632367404828,24.358504048521755,32.59063721274558,29.160638491358178,113031.01,113031.0
n000075,-43.80289412524647,-10.969526111267003,-18.060274609787445,60.66945988621309,32.04086416421087,36.51414252597792,-12.8448092307323,-65.51929257849497,21.54113313728879,24.09451610099462,36.39853977316902,23.181720016325663,35.63953406679683,23.36991417505728,-4.947133944225245,113031.01,113031.0
n000076,8.474665039574516,11.715800979497125,-21.11794678737215,-3.4709121138292494,22.38951307571809,75.07153319686573,5.256466508864477,-65.33099158600209,-37.26944580389691,5.2820428668363135,7.45732929194231,11.096490583503078,10.680302159226521,52.67385441676214,16.93533635770164,113031.01,113031.0
n000077,20.813621520002947,2.9088635292212563,-2.103546829569339,-30.680718009994166,-31.70725698251681,-13.405109205339576,13.4176069985584,40.95665112672956,-4.204008266854002,-9.508898556652962,38.25420812886998,8.004395018714114,-40.02497320050359,-18.15608129207567,-22.2511461955184,113031.01,113031.0
n000078,15.09704908533242,61.48717478358447,-0.9394326235924014,23.981994904962754,-21.34927771292121,-18.06585170054712,23.01476093252447,21.559290457963495,-3.6707393633278693,3.9697945464547475,8.289800860749915,-9.420605349861415,-21.768034380891304,2.6109111729596504,-7.592814413452687,113031.01,113031.0
n000079,5.699565668852978,-36.48041066092531,-54.763912283998906,-39.59059547148327,-34.60439258253575,-24.676669498692114,14.983056415107075,6.864422314190451,-11.101352878588298,3.8721572295857793,-7.202294394344289,0.6062452770844633,-3.942216568883037,-15.676020258889595,13.089986819998693,113031.01,113031.0
n000080,10.499698054908999,-30.08257729670871,-26.173527865113005,-21.285754716387572,0.9010782782660636,6.051722242625244,-48.581148054985505,-18.807433251988844,-36.843773330621,-11.542769746608947,24.06965465130573,7.966942730745529,53.46589015210845,-44.01438745807801,-18.69875223925639,113031.01,113031.0
n000081,-49.60919990797118,3.857542918509055,8.215105929803338,-6.797834049716568,-43.34381789390284,-44.108906485771335,-49.432323581467685,1.225716258141904,-43.919387728499515,32.33471719312399,-10.10492707339055,-39.86641734833112,-21.167968785230368,-1.414129523780462,7.027905386470511,113031.01,113031.0
n000082,-15.572989748823533,-19.53781998548679,-18.034422029876424,-38.363682103040055,13.025110676413401,28.581431790110692,-10.818838024154646,8.074016858638311,-31.825019993197763,-8.781825866970532,24.9670395106241,41.861769956269114,28.21408388267894,-21.824542139041228,3.51239074772442,113031.01,113031.0
n000083,-40.27572304840915,5.732769129780903,-36.217332118036445,-0.08193885572471604,5.61504033417461,16.324701053950456,7.363707259918911,-11.154438388594246,49.88253524662595,45.67916819203232,-5.70097413788842,49.008944481036224,41.768387812658084,-3.4759949546753277,5.209766539265405,113031.01,113031.0
n000084,24.130907248016626,-14.139885322619694,-17.45186191975042,-29.456721108167834,2.537460144242358,15.067929954497073,-4.962877803677422,-43.18556972472451,16.0992458614854,-41.264994771473425,17.61509441540701,12.373777786598705,-24.251662554988545,-29.14331688882113,-10.049356597337015,113031.01,113031.0
n000085,60.91050756315217,5.616922737536634,-13.891597640377228,14.718281912002958,41.49508461215248,27.80903272048787,-20.894169567555878,-31.282617158483635,12.006063251256592,25.908406646879495,7.515579049784808,19.10681310805276,20.63987109740248,-36.602518210374335,-12.78210944694456,113031.01,113031.0
n000086,40.79815796322243,10.441637927891922,-8.748869076098092,58.62331194732725,49.881934765974634,3.5280906032028243,-14.146656260346736,-33.18905508257981,-59.81261636859334,-31.563784966475605,18.32082690242877,5.413956355489988,19.179775666554004,31.112361299350106,21.26185489026137,113031.01,113031.0
n000087,-0.06636874770123136,-2.4277964829245127,77.34660328614781,-9.550044867274345,14.583641859711179,-20.661726524558674,-16.63092748007095,-8.744117217124945,-21.219814847353426,-45.98957323996653,-42.92373067950345,-3.2999884894385225,-23.5071759935296,-5.0770562523207605,15.859928856398776,113031.01,113031.0
n000088,-12.341372124930693,-12.002835739353564,19.276623735414464,35.959558505390596,22.23878755425053,-45.55405994942042,37.37212912316869,40.22738632869837,14.961734504899814,-3.95419566814001,45.543542357018346,-31.605076819353247,-12.89285722838056,-4.5319864838833155,-13.0974804892736,113031.01,113031.0
n000089,30.054991500883766,-10.754602496726202,-15.863586390495307,-19.232830359931636,26.446699970988124,32.58005527659889,-23.158971785759082,-46.42503621512752,-21.168458489839388,-21.20299984923261,7.369108895665235,13.5716032890024,-20.441028918843564,-54.00211048672586,20.207108263800492,113031.01,113031.0
n000090,5.908863428066978,-11.19609629951907,-24.82710017754069,66.33010793939025,-53.80376493133019,4.635134235607599,4.525636441963382,-36.777410017290094,-1.2845820226589435,1.7501094421167809,-25.664781405900154,-2.6692989499210347,11.440963435322402,-31.368380633949602,-20.840325331537247,113031.01,113031.0
n000091,22.146887245471675,0.057591844359103916,-10.943521957751354,-7.062551387066413,-34.685314506366424,-1.1513497953070722,-5.6797455198789635,22.93386402580429,24.9455066514572,-22.879578722214298,6.431061084704343,26.616653703720985,1.8576863208158456,-4.611857858392152,-20.018951105637786,113031.01,113031.0
n000092,-36.24118039409323,-3.1136197399055234,-17.660934815804858,-0.9364372124593601,-41.27748881351542,16.99957495405523,15.377889759088578,-62.61641985019879,-33.21878551714673,3.91522537753316,26.95918715071486,-38.630000838603166,38.68407452488587,79.01876237795997,-81.50587482030645,113031.01,113031.0
n000093,6.959845629921357,-29.669935385317583,-9.830855256645737,33.088287106016864,-4.7451476590166415,48.64642064695425,-33.37919300508462,-4.961818770709847,15.567318373759635,-25.45453054067219,32.8191135225096,-19.612774530518543,-66.51332181293681,5.544419431736677,2.5599432891456964,113031.01,113031.0
n000094,1.4517835532792915,-0.3465519894135749,28.48187907106472,-26.215248684560148,-10.080456414565974,14.098407428221604,-2.9040953594432843,6.516429740814559,-31.85703850686432,-10.205280207871597,9.874866238536827,-48.12906820035451,35.82830794368356,31.860007768014842,0.9480853504855173,113031.01,113031.0
n000095,-45.13273715225552,-27.04715390333157,1.9755177658290097,34.976907620231636,-29.50417360268868,27.363595365788186,11.085481548348284,14.92493502483076,18.097544425014732,6.7271309705871065,-1.6696922255578517,15.755359843632718,17.04095643675061,-9.420942810950846,-10.014480929684543,113031.01,113031.0
n000096,-34.46979640397569,-37.43259881547567,-51.00645429687679,-29.815845858544293,13.31967596937097,3.485425532137059,-35.391110260676314,-31.747567371114318,-17.605765096780907,-22.750905462116375,50.95716196214838,-12.468816108853748,-0.6970725589599311,40.429454359114295,27.084367483366155,113031.01,113031.0
n000097,35.31902061762342,-60.55278280932085,-30.06996459890807,-21.64688600150625,19.541433438863383,-19.781290935716935,18.65658384925689,-59.79181969394343,-21.224566962189222,-52.09363334881044,18.65269660671433,40.12970368860977,-36.91064424444578,15.095716085944673,-8.640173716390748,113031.01,113031.0
